tool_patch_uid,Oracle,Predicted value
llm4pc-defects4j-Lang-57-AVATAR-patch1,Correct,Overfitting
llm4pc-defects4j-Lang-10-AVATAR-patch1,Correct,Overfitting
llm4pc-defects4j-Lang-7-AVATAR-patch1,Correct,Correct
llm4pc-defects4j-Closure-2-AVATAR-patch1,Correct,Overfitting
llm4pc-defects4j-Closure-46-AVATAR-patch1,Correct,Overfitting
llm4pc-defects4j-Closure-62-AVATAR-patch1,Correct,Overfitting
llm4pc-defects4j-Closure-115-AVATAR-patch1,Correct,Overfitting
llm4pc-defects4j-Closure-73-AVATAR-patch1,Correct,Overfitting
llm4pc-defects4j-Closure-38-AVATAR-patch1,Correct,Overfitting
llm4pc-defects4j-Chart-4-AVATAR-patch1,Correct,Correct
llm4pc-defects4j-Chart-11-AVATAR-patch1,Correct,Overfitting
llm4pc-defects4j-Chart-1-AVATAR-patch1,Correct,Overfitting
llm4pc-defects4j-Chart-24-AVATAR-patch1,Correct,Overfitting
llm4pc-defects4j-Math-59-AVATAR-patch1,Correct,Overfitting
llm4pc-defects4j-Math-89-AVATAR-patch1,Correct,Overfitting
llm4pc-defects4j-Math-4-AVATAR-patch1,Correct,Correct
llm4pc-defects4j-Closure-126-GenProg-patch1,Correct,Overfitting
llm4pc-defects4j-Lang-46-Nopol-patch1,Correct,Overfitting
llm4pc-defects4j-Lang-7-kPAR-patch1,Correct,Correct
llm4pc-defects4j-Closure-40-kPAR-patch1,Correct,Overfitting
llm4pc-defects4j-Closure-86-SequenceR-patch1,Correct,Overfitting
llm4pc-defects4j-Closure-73-SequenceR-patch2,Correct,Overfitting
llm4pc-defects4j-Closure-18-SequenceR-patch1,Correct,Correct
llm4pc-defects4j-Closure-73-SequenceR-patch1,Correct,Overfitting
llm4pc-defects4j-Chart-1-SequenceR-patch1,Correct,Overfitting
llm4pc-defects4j-Chart-9-SequenceR-patch1,Correct,Overfitting
llm4pc-defects4j-Math-75-SequenceR-patch1,Correct,Overfitting
llm4pc-defects4j-Math-5-SequenceR-patch1,Correct,Overfitting
llm4pc-defects4j-Math-82-SequenceR-patch1,Correct,Overfitting
llm4pc-defects4j-Math-82-SequenceR-patch2,Correct,Overfitting
llm4pc-defects4j-Closure-115-Kali-patch1,Correct,Overfitting
llm4pc-defects4j-Math-50-Kali-patch1,Correct,Overfitting
llm4pc-defects4j-Math-50-DynaMoth-patch1,Correct,Overfitting
llm4pc-defects4j-Lang-51-SOFix-patch1,Correct,Overfitting
llm4pc-defects4j-Lang-6-SOFix-patch1,Correct,Overfitting
llm4pc-defects4j-Chart-4-SOFix-patch1,Correct,Correct
llm4pc-defects4j-Chart-26-SOFix-patch1,Correct,Overfitting
llm4pc-defects4j-Chart-24-SOFix-patch1,Correct,Overfitting
llm4pc-defects4j-Math-85-SOFix-patch1,Correct,Overfitting
llm4pc-defects4j-Math-70-SOFix-patch1,Correct,Overfitting
llm4pc-defects4j-Math-80-SOFix-patch1,Correct,Overfitting
llm4pc-defects4j-Math-33-SOFix-patch1,Correct,Overfitting
llm4pc-defects4j-Math-50-SOFix-patch1,Correct,Overfitting
llm4pc-defects4j-Lang-43-CapGen-patch3,Correct,Overfitting
llm4pc-defects4j-Lang-57-CapGen-patch1,Correct,Overfitting
llm4pc-defects4j-Lang-57-CapGen-patch3,Correct,Overfitting
llm4pc-defects4j-Lang-26-CapGen-patch1,Correct,Overfitting
llm4pc-defects4j-Lang-57-CapGen-patch2,Correct,Overfitting
llm4pc-defects4j-Math-58-CapGen-patch1,Correct,Overfitting
llm4pc-defects4j-Math-63-CapGen-patch1,Correct,Overfitting
llm4pc-defects4j-Math-65-CapGen-patch1,Correct,Overfitting
llm4pc-defects4j-Math-53-CapGen-patch1,Correct,Overfitting
llm4pc-defects4j-Math-85-jMutRepair-patch1,Correct,Overfitting
llm4pc-defects4j-Math-82-jMutRepair-patch1,Correct,Overfitting
llm4pc-defects4j-Closure-115-RSRepair-patch1,Correct,Overfitting
llm4pc-defects4j-Closure-126-RSRepair-patch1,Correct,Overfitting
